molecule_chembl_id,smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id
CHEMBL1080111,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2c(F)cccc21,IC50,285.0,nM,6.54,CHEMBL1102456
CHEMBL1081376,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2c(Cl)cccc21,IC50,840.0,nM,6.08,CHEMBL1102456
CHEMBL1081377,O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1[C@@H]1CCOc2c(F)cccc21,IC50,333.0,nM,6.48,CHEMBL1102456
CHEMBL1081379,O=c1[nH]c2cnc(-n3cnc4ccc(Cl)cc43)nc2n1[C@@H]1CCOc2c(F)cccc21,IC50,56.0,nM,7.25,CHEMBL1102456
CHEMBL3393066,Cc1nc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc2n1C(C)C,IC50,26.0,nM,7.58,CHEMBL1102456
CHEMBL1079594,N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n([C@@H]5CCOc6c(F)cccc65)c4n3)c2c1,IC50,5.0,nM,8.3,CHEMBL1102456
CHEMBL1078984,N#Cc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,533.0,nM,6.27,CHEMBL1107753
CHEMBL1080394,c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,467.0,nM,6.33,CHEMBL1107753
CHEMBL1080395,NC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,326.0,nM,6.49,CHEMBL1107753
CHEMBL1079689,Nc1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,IC50,322.0,nM,6.49,CHEMBL1107753
CHEMBL1079690,O=C(NCc1ccco1)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,202.0,nM,6.7,CHEMBL1107753
CHEMBL1077431,Cc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc(C)c1O,IC50,88.0,nM,7.06,CHEMBL1107753
CHEMBL1080954,NS(=O)(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,83.0,nM,7.08,CHEMBL1107753
CHEMBL1080955,Cc1nccn1Cc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,81.0,nM,7.09,CHEMBL1107753
CHEMBL1077458,CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,67.0,nM,7.17,CHEMBL1107753
CHEMBL1081138,c1cc(-c2ccc3[nH]ccc3c2)nc(Nc2ccc(N3CCOCC3)cc2)n1,IC50,33.0,nM,7.48,CHEMBL1107753
CHEMBL1080411,COc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1N,IC50,16.0,nM,7.8,CHEMBL1107753
CHEMBL1078274,COc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1O,IC50,3.0,nM,8.52,CHEMBL1107753
CHEMBL1078275,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3cccc(CN4CCCC4)c3)n2)cc1,IC50,6.0,nM,8.22,CHEMBL1107753
CHEMBL1078276,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)n2)cc1,IC50,11.0,nM,7.96,CHEMBL1107753
CHEMBL1078277,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc1,IC50,8.0,nM,8.1,CHEMBL1107753
CHEMBL1078688,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3cccc(CN4CCC(O)CC4)c3)n2)cc1,IC50,12.0,nM,7.92,CHEMBL1107753
CHEMBL1078689,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cc1,IC50,9.0,nM,8.05,CHEMBL1107753
CHEMBL1078767,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCC(O)CC4)cc3)n2)cc1,IC50,16.0,nM,7.8,CHEMBL1107753
CHEMBL1078866,CN1CCN(Cc2cccc(Nc3nccc(-c4ccc(NS(C)(=O)=O)cc4)n3)c2)CC1,IC50,14.0,nM,7.85,CHEMBL1107753
CHEMBL1078971,CN1CCN(Cc2ccc(Nc3nccc(-c4ccc(NS(C)(=O)=O)cc4)n3)cc2)CC1,IC50,18.0,nM,7.75,CHEMBL1107753
CHEMBL1078889,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,IC50,2.0,nM,8.7,CHEMBL1107753
CHEMBL1079077,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,4.0,nM,8.4,CHEMBL1107753
CHEMBL1079078,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(O)CC4)cc3)n2)cc1,IC50,6.0,nM,8.22,CHEMBL1107753
CHEMBL1078159,N#CCNC(=O)c1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,IC50,545.0,nM,6.26,CHEMBL1107753
CHEMBL1077575,N#CCC(=O)Nc1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,IC50,303.0,nM,6.52,CHEMBL1107753
CHEMBL1078165,N#CCNCc1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,IC50,132.0,nM,6.88,CHEMBL1107753
CHEMBL1078166,N#CCC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,10.0,nM,8.0,CHEMBL1107753
CHEMBL1078178,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,18.0,nM,7.75,CHEMBL1107753
CHEMBL1078363,Cc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1C(=O)NCC#N,IC50,65.0,nM,7.19,CHEMBL1107753
CHEMBL1078364,COc1cc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)ccc1C(=O)NCC#N,IC50,30.0,nM,7.52,CHEMBL1107753
CHEMBL1078453,CC(C)(C#N)NC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,549.0,nM,6.26,CHEMBL1107753
CHEMBL1078370,CN(CC#N)C(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,298.0,nM,6.53,CHEMBL1107753
CHEMBL1078005,Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1ccc(C(=O)NCC#N)cc1,IC50,8.0,nM,8.1,CHEMBL1107753
CHEMBL1079120,COc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1ccc(C(=O)NCC#N)cc1,IC50,186.0,nM,6.73,CHEMBL1107753
CHEMBL1079121,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)c(C(F)(F)F)c3)n2)cc1,IC50,374.0,nM,6.43,CHEMBL1107753
CHEMBL1078720,CCN(CC)CCCOc1ccc(Nc2nccc(-c3ccc(C(=O)NCC#N)cc3)n2)cc1,IC50,166.0,nM,6.78,CHEMBL1107753
CHEMBL1078721,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cc1,IC50,163.0,nM,6.79,CHEMBL1107753
CHEMBL1078228,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)c(F)c3)n2)cc1,IC50,116.0,nM,6.94,CHEMBL1107753
CHEMBL1078229,N#CCNC(=O)c1ccc(-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)cc1,IC50,113.0,nM,6.95,CHEMBL1107753
CHEMBL1077841,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCSCC4)cc3)n2)cc1,IC50,69.0,nM,7.16,CHEMBL1107753
CHEMBL1077842,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,IC50,52.0,nM,7.28,CHEMBL1107753
CHEMBL1078933,CCN1CCN(Cc2ccc(Nc3nccc(-c4ccc(C(=O)NCC#N)cc4)n3)cc2)CC1,IC50,47.0,nM,7.33,CHEMBL1107753
CHEMBL1078934,CN1CCN(c2ccc(Nc3nccc(-c4ccc(C(=O)NCC#N)cc4)n3)cc2)CC1,IC50,41.0,nM,7.39,CHEMBL1107753
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,33.0,nM,7.48,CHEMBL1107753
CHEMBL1078178,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,IC50,11.0,nM,7.96,CHEMBL1108564
CHEMBL1093749,CNS(=O)(=O)c1ccc(-c2cccc3ncc(-c4cc(OC)c(OC)c(OC)c4)nc23)cc1,IC50,42.0,nM,7.38,CHEMBL1116984
CHEMBL1093191,COc1cc(-c2cnc3cccc(-c4ccc(CC(=O)N5CCOCC5)cc4)c3n2)cc(OC)c1OC,IC50,13.0,nM,7.89,CHEMBL1116984
CHEMBL1093468,COc1cc(-c2cnc3cccc(-c4ccc(CC(=O)N5CCS(=O)(=O)CC5)cc4)c3n2)cc(OC)c1OC,IC50,5.1,nM,8.29,CHEMBL1116984
CHEMBL1089833,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCS(=O)(=O)CC5)cc4)c3n2)cc(OC)c1OC,IC50,14.0,nM,7.85,CHEMBL1116984
CHEMBL1091191,COc1cc(-c2cnc3cc(F)cc(-c4ccc(CC(=O)N5CCOCC5)cc4)c3n2)cc(OC)c1OC,IC50,101.0,nM,7.0,CHEMBL1116984
CHEMBL1091565,COc1cc(-c2cnc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3n2)cc(OC)c1OC,IC50,72.0,nM,7.14,CHEMBL1116984
CHEMBL1092588,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)cc4)c3n2)cc(OC)c1OC,IC50,120.0,nM,6.92,CHEMBL1116984
CHEMBL1093454,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)c(C)c4)c3n2)cc(OC)c1OC,IC50,195.0,nM,6.71,CHEMBL1116984
CHEMBL1088856,COc1cc(-c2cnc3cccc(-c4ccc(C(=O)N5CCOCC5)c(C)c4)c3n2)cc(OC)c1OC,IC50,20.0,nM,7.7,CHEMBL1116984
CHEMBL1088857,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)c(F)c4)c3n2)cc(OC)c1OC,IC50,20.0,nM,7.7,CHEMBL1116984
CHEMBL1089813,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)cc4C)c3n2)cc(OC)c1OC,IC50,685.0,nM,6.16,CHEMBL1116984
CHEMBL1089814,COc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)cc4F)c3n2)cc(OC)c1OC,IC50,501.0,nM,6.3,CHEMBL1116984
CHEMBL1092063,Cc1cc(-c2cnc3cccc(-c4ccc(CN5CCS(=O)(=O)CC5)cc4)c3n2)ccc1C(=O)N1CCN(C)CC1,IC50,7.1,nM,8.15,CHEMBL1116984
CHEMBL1089815,Cc1cc(-c2cccc3ncc(-c4ccc(C(=O)N5CCOCC5)c(C)c4)nc23)ccc1CN1CCOCC1,IC50,13.0,nM,7.89,CHEMBL1116984
CHEMBL1092840,Cc1cc(-c2cnc3cccc(-c4ccc(CN5CCOCC5)c(F)c4)c3n2)ccc1C(=O)N1CCOCC1,IC50,12.5,nM,7.9,CHEMBL1116984
CHEMBL1093119,Cc1cc(-c2cnc3cccc(-c4cc(F)c(CN5CCOCC5)c(F)c4)c3n2)ccc1C(=O)N1CCOCC1,IC50,3.1,nM,8.51,CHEMBL1116984
CHEMBL1089773,CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCOCC6)c(F)c5)c4n3)cc2)CC1,IC50,4.3,nM,8.37,CHEMBL1116984
CHEMBL1092925,CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCS(=O)(=O)CC6)c(F)c5)c4n3)cn2)CC1,IC50,6.8,nM,8.17,CHEMBL1116984
CHEMBL1092926,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,IC50,7.3,nM,8.14,CHEMBL1116984
CHEMBL1290196,CC(Nc1nc2cc[nH]c(=O)c2cc1-c1ccccn1)C(C)(C)C,IC50,630.0,nM,6.2,CHEMBL1291235
CHEMBL1290309,CC(Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12)C(C)(C)C,IC50,26.0,nM,7.58,CHEMBL1291235
CHEMBL1290423,O=c1[nH]ccc2nc(NCC3CCS(=O)(=O)C3)c3ccc(F)cc3c12,IC50,512.0,nM,6.29,CHEMBL1291235
CHEMBL1290533,O=c1[nH]ccc2nc(NCc3c(Cl)cccc3Cl)c3ccc(F)cc3c12,IC50,53.0,nM,7.28,CHEMBL1291235
CHEMBL1290534,CN1CCC(N(c2nc3cc[nH]c(=O)c3c3cc(F)ccc23)C2CC2)CC1,IC50,540.0,nM,6.27,CHEMBL1291235
CHEMBL1290651,O=c1[nH]ccc2nc(Nc3c(F)cc(F)cc3Cl)c3ccc(F)cc3c12,IC50,4.0,nM,8.4,CHEMBL1291235
CHEMBL1290767,O=c1[nH]ccc2nc(Nc3c(Cl)cccc3Cl)c3ccc(F)cc3c12,IC50,14.0,nM,7.85,CHEMBL1291235
CHEMBL1290768,CC1(C)C2CCCC1(C)[C@@H]2Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12,IC50,200.0,nM,6.7,CHEMBL1291235
CHEMBL1290769,O=c1[nH]ccc2nc(NC3CCC3)c3ccc(F)cc3c12,IC50,75.0,nM,7.12,CHEMBL1291235
CHEMBL1288720,CC(C)Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12,IC50,139.0,nM,6.86,CHEMBL1291235
CHEMBL1289095,CC(C)[C@H](C)Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12,IC50,27.0,nM,7.57,CHEMBL1291235
CHEMBL1289096,O=c1[nH]ccc2nc(NC3CC(F)(F)C3)c3ccc(F)cc3c12,IC50,750.0,nM,6.12,CHEMBL1291235
CHEMBL1289097,CC(C)[C@@H](Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12)C(F)(F)F,IC50,1.0,nM,9.0,CHEMBL1291235
CHEMBL1289216,CC(C)[C@H](Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12)C(F)(F)F,IC50,55.0,nM,7.26,CHEMBL1291235
CHEMBL1289217,CC(C)(CO)CNc1nc2cc[nH]c(=O)c2c2cc(F)ccc12,IC50,274.0,nM,6.56,CHEMBL1291235
CHEMBL1289218,CC(C)[C@@H](Nc1nc2cc[nH]c(=O)c2c2cnccc12)C(F)(F)F,IC50,1.0,nM,9.0,CHEMBL1291235
CHEMBL1289097,CC(C)[C@@H](Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12)C(F)(F)F,IC50,50.0,nM,7.3,CHEMBL1291236
CHEMBL1289218,CC(C)[C@@H](Nc1nc2cc[nH]c(=O)c2c2cnccc12)C(F)(F)F,IC50,40.0,nM,7.4,CHEMBL1291236
CHEMBL1287853,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,IC50,3.0,nM,8.52,CHEMBL1292866
CHEMBL1789941,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,IC50,3.0,nM,8.52,CHEMBL1292866
CHEMBL3191989,O=C(CCl)/N=c1\sccn1Cc1ccc(Cl)cc1Cl,IC50,653.0,nM,6.18,CHEMBL1613998
CHEMBL120563,CN(C)C(=S)SSC(=S)N(C)C,IC50,223.0,nM,6.65,CHEMBL1613998
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,1.6,nM,8.8,CHEMBL1641122
CHEMBL1630791,C[C@@H]1CCN(C(=O)CO)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,480.0,nM,6.32,CHEMBL1641117
CHEMBL1630789,Cc1cc(NC(=O)N2CC[C@@H](C)[C@@H](N(C)c3ncnc4[nH]ccc34)C2)sn1,IC50,510.0,nM,6.29,CHEMBL1641117
CHEMBL1630788,C[C@@H]1CCN(S(=O)(=O)CC(F)(F)F)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,790.0,nM,6.1,CHEMBL1641117
CHEMBL1650723,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,IC50,3.0,nM,8.52,CHEMBL1656588
CHEMBL1650698,C[C@H](Nc1ncc(F)c(Nc2cc(C3CC3)[nH]n2)n1)c1ncc(F)cn1,IC50,3.0,nM,8.52,CHEMBL1656588
CHEMBL1650727,Cc1cc(Nc2nc(O[C@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,IC50,346.0,nM,6.46,CHEMBL1656588
CHEMBL1650728,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,IC50,4.0,nM,8.4,CHEMBL1656588
CHEMBL1650730,C[C@H](Nc1ncc(Cl)c(Nc2cc(N(C)C)[nH]n2)n1)c1ncc(F)cn1,IC50,9.0,nM,8.05,CHEMBL1656588
CHEMBL1650731,C[C@H](Nc1ncc(F)c(Nc2cc(N(C)C)[nH]n2)n1)c1ncc(F)cn1,IC50,16.0,nM,7.8,CHEMBL1656588
CHEMBL1650735,COc1cc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,IC50,10.0,nM,8.0,CHEMBL1656588
CHEMBL1650736,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)n[nH]1,IC50,4.0,nM,8.4,CHEMBL1656588
CHEMBL1650737,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,IC50,4.0,nM,8.4,CHEMBL1656588
CHEMBL1650723,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,IC50,108.0,nM,6.97,CHEMBL1656589
CHEMBL1650697,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2F)n[nH]1,IC50,5.0,nM,8.3,CHEMBL1656589
CHEMBL1231124,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,IC50,58.0,nM,7.24,CHEMBL1656589
CHEMBL1650725,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2C)n[nH]1,IC50,4.0,nM,8.4,CHEMBL1656589
CHEMBL1650726,Cc1cc(Nc2nc(O[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,IC50,21.0,nM,7.68,CHEMBL1656589
CHEMBL1650728,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,IC50,108.0,nM,6.97,CHEMBL1656589
CHEMBL1650729,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,IC50,10.0,nM,8.0,CHEMBL1656589
CHEMBL1650730,C[C@H](Nc1ncc(Cl)c(Nc2cc(N(C)C)[nH]n2)n1)c1ncc(F)cn1,IC50,488.0,nM,6.31,CHEMBL1656589
CHEMBL1650731,C[C@H](Nc1ncc(F)c(Nc2cc(N(C)C)[nH]n2)n1)c1ncc(F)cn1,IC50,815.0,nM,6.09,CHEMBL1656589
CHEMBL1650734,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,IC50,9.0,nM,8.05,CHEMBL1656589
CHEMBL1650735,COc1cc(Nc2cc(N3CCOCC3)nc(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,IC50,30.0,nM,7.52,CHEMBL1656589
CHEMBL1650736,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)n[nH]1,IC50,8.0,nM,8.1,CHEMBL1656589
CHEMBL1650737,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,IC50,90.0,nM,7.05,CHEMBL1656589
CHEMBL1235315,O=C1CCN(c2ncc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)n2)CC1,IC50,330.0,nM,6.48,CHEMBL1657171
CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,12.0,nM,7.92,CHEMBL1657171
CHEMBL1682386,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccc(Cl)cc4)CC3)nn3cccc23)n[nH]1,IC50,0.6,nM,9.22,CHEMBL1685409
CHEMBL1682384,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccc(F)cc4)CC3)nn3cccc23)n[nH]1,IC50,0.9,nM,9.05,CHEMBL1685409
CHEMBL1682388,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4c(F)cc(Cl)cc4F)CC3)nn3cccc23)n[nH]1,IC50,1.0,nM,9.0,CHEMBL1685409
CHEMBL1682380,Cc1cc(Nc2nc(N3CCN(C(=O)c4ccccc4S(C)(=O)=O)CC3)nn3cccc23)n[nH]1,IC50,1.1,nM,8.96,CHEMBL1685409
CHEMBL1682382,Cc1ccc(CC(=O)N2CCN(c3nc(Nc4cc(C)[nH]n4)c4cccn4n3)CC2)cc1,IC50,1.1,nM,8.96,CHEMBL1685409
CHEMBL1682385,COc1ccc(CC(=O)N2CCN(c3nc(Nc4cc(C)[nH]n4)c4cccn4n3)CC2)cc1,IC50,1.2,nM,8.92,CHEMBL1685409
CHEMBL1615027,COc1cc(F)c(CC(=O)N2CCN(c3nc(Nc4cc(C)n[nH]4)c4cccn4n3)CC2)c(F)c1,IC50,1.8,nM,8.74,CHEMBL1685409
CHEMBL1682372,Cc1cc(Nc2nc(N3CCN(C(=O)CCc4ccccc4)CC3)nn3cccc23)n[nH]1,IC50,2.0,nM,8.7,CHEMBL1685409
CHEMBL1682379,Cc1cc(Nc2nc(N3CCN(C(=O)c4ccccc4Br)CC3)nn3cccc23)n[nH]1,IC50,2.1,nM,8.68,CHEMBL1685409
CHEMBL1682371,Cc1cc(Nc2nc(N3CCN(C(=O)c4ccccc4)CC3)nn3cccc23)n[nH]1,IC50,2.2,nM,8.66,CHEMBL1685409
CHEMBL1682387,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccc(F)cc4F)CC3)nn3cccc23)n[nH]1,IC50,2.4,nM,8.62,CHEMBL1685409
CHEMBL1682367,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccccc4)CC3)nn3cccc23)n[nH]1,IC50,2.8,nM,8.55,CHEMBL1685409
CHEMBL1682373,Cc1cc(Nc2nc(N3CCN(C(=O)c4ccccc4C)CC3)nn3cccc23)n[nH]1,IC50,3.0,nM,8.52,CHEMBL1685409
CHEMBL1682377,COc1ccccc1C(=O)N1CCN(c2nc(Nc3cc(C)[nH]n3)c3cccn3n2)CC1,IC50,3.5,nM,8.46,CHEMBL1685409
CHEMBL1682374,Cc1ccc(C(=O)N2CCN(c3nc(Nc4cc(C)[nH]n4)c4cccn4n3)CC2)cc1,IC50,4.5,nM,8.35,CHEMBL1685409
CHEMBL1682383,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccccc4F)CC3)nn3cccc23)n[nH]1,IC50,4.6,nM,8.34,CHEMBL1685409
CHEMBL1682376,Cc1cc(Nc2nc(N3CCN(C(=O)c4ccc(C#N)cc4)CC3)nn3cccc23)n[nH]1,IC50,4.8,nM,8.32,CHEMBL1685409
CHEMBL1682381,Cc1cc(Nc2nc(N3CCN(C(=O)Cc4ccccc4C)CC3)nn3cccc23)n[nH]1,IC50,5.3,nM,8.28,CHEMBL1685409
CHEMBL1682375,Cc1cc(Nc2nc(N3CCN(C(=O)c4ccccc4C#N)CC3)nn3cccc23)n[nH]1,IC50,6.0,nM,8.22,CHEMBL1685409
CHEMBL1682378,Cc1cc(Nc2nc(N3CCN(C(=O)c4ccccc4Cl)CC3)nn3cccc23)n[nH]1,IC50,7.3,nM,8.14,CHEMBL1685409
CHEMBL1682370,Cc1cc(Nc2nc(N3CCN(C(=O)N(C)C)CC3)nn3cccc23)n[nH]1,IC50,9.3,nM,8.03,CHEMBL1685409
CHEMBL1682366,CC1(c2cc(Nc3nc(N4CCN(C(=O)Cc5ccccc5)CC4)nn4cccc34)n[nH]2)CC1,IC50,22.0,nM,7.66,CHEMBL1685409
CHEMBL1682369,CCC(=O)N1CCN(c2nc(Nc3cc(C)[nH]n3)c3cccn3n2)CC1,IC50,22.0,nM,7.66,CHEMBL1685409
CHEMBL1682368,Cc1cc(Nc2nc(N3CCNCC3)nn3cccc23)n[nH]1,IC50,31.0,nM,7.51,CHEMBL1685409
CHEMBL1682365,O=C(Cc1ccccc1)N1CCN(c2nc(Nc3nccs3)c3cccn3n2)CC1,IC50,59.0,nM,7.23,CHEMBL1685409
CHEMBL1682364,CC(C)n1cnc(Nc2nc(N3CCN(C(=O)Cc4ccccc4)CC3)nn3cccc23)c1,IC50,110.0,nM,6.96,CHEMBL1685409
CHEMBL1682363,O=C(Cc1ccccc1)N1CCN(c2nc(Nc3ccccn3)c3cccn3n2)CC1,IC50,190.0,nM,6.72,CHEMBL1685409
CHEMBL1774053,C[C@H](Nc1nc(Nc2cc(C3CC3)[nH]n2)c(F)cc1C#N)c1ccc(F)cc1,IC50,3.0,nM,8.52,CHEMBL1776838
CHEMBL1774054,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1,IC50,688.0,nM,6.16,CHEMBL1776838
CHEMBL1784637,CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,IC50,536.0,nM,6.27,CHEMBL1785330
CHEMBL1822792,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,IC50,230.0,nM,6.64,CHEMBL1804347
CHEMBL1835153,NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3cnc(N)nc3)ccc12,IC50,25.0,nM,7.6,CHEMBL1840130
CHEMBL1835152,NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3ccc(N4CCS(=O)(=O)CC4)nn3)ccc12,IC50,120.0,nM,6.92,CHEMBL1840130
CHEMBL1835151,NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3cnc(N4CCOCC4)nc3)ccc12,IC50,530.0,nM,6.28,CHEMBL1840130
CHEMBL1835150,NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3ccc(N)nc3)ccc12,IC50,61.0,nM,7.21,CHEMBL1840130
CHEMBL1835149,NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3cn[nH]c3)ccc12,IC50,32.0,nM,7.5,CHEMBL1840130
