molecule_chembl_id,smiles,standard_type,standard_value,standard_units,pchembl_value,assay_chembl_id
CHEMBL5755723,CCC(CC)n1cc(-c2nc(-c3cnn(C4CN(C(=O)CN5CCCC5)C4)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5758027,CCC(CC)n1cc(-c2nc(-c3cnn(C4CN(C(=O)C(=O)N(C)C)C4)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5852530,CCC(CC)n1cc(-c2nc(-c3cnn(C[C@H](N)C(C)(C)O)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5847833,CCC(CC)n1cc(-c2nc(-c3cnn(CC4(O)CCNCC4)c3)cn3nccc23)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL5816654,CCC(CC)n1cc(-c2nc(-c3cnn(CC4(O)CCN(C(C)=O)CC4)c3)cn3nccc23)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL6036918,CCC(CC)n1cc(-c2nc(-c3cnn(C4CN(C(=O)CN)C4)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5757127,CCC(CC)n1cc(-c2nc(-c3cnn(C4CN(C(=O)CNC)C4)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5775187,CCC(CC)n1cc(-c2nc(-c3cnn(C4CCNC[C@H]4O)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5898469,CCC(CC)n1cc(-c2nc(-c3cnn(C4CCC[C@@H]4O)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL6019332,CCC(CC)n1cc(-c2nc(-c3cnn([C@H]4CCC[C@H]4O)c3)cn3nccc23)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL5827085,CCC(CC)n1cc(-c2nc(-c3cnn(CC(C)(C)CO)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL6030063,CCC(CC)n1cc(-c2nc(-c3cnn(CC4(CO)CC4)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL6001365,CCC(n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1)C(F)(F)F,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL5956585,C[C@H](CC(F)(F)F)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL5956585,C[C@H](CC(F)(F)F)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL5862218,CC[C@H](C1CCC1)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL5762508,CC[C@@H](C1CCC1)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL6001365,CCC(n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1)C(F)(F)F,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL6001365,CCC(n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1)C(F)(F)F,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL6024425,CCC(CC)n1cc(-c2nc(-c3cnn(C[C@@H](O)CCO)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5932895,CCC(CC)n1cc(-c2nc(-c3cnn(C[C@H](O)CCO)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5836664,CCC(CC)n1cc(-c2nc(-c3cnn(C[C@@](C)(O)CO)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5959278,CCC(CC)n1cc(-c2nc(-c3cnn(C[C@](C)(O)CO)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5790279,CCC([C@@H]1CC1(F)F)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL5965285,CC[C@@H](CC1CC1)n1cc(-c2cnn3cc(-c4cnn(C[C@@H](O)CO)c4)ncc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5888914,CCC(CC1CC1)n1cc(-c2cnn3cc(-c4cnn(C[C@@H](O)CO)c4)ncc23)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL5760204,CC[C@H]1CCC[C@H]1n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5907229,CCC(CC(F)(F)F)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5907229,CCC(CC(F)(F)F)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL5778573,CCC(CC(F)(F)F)n1cc(-c2nc(-c3cnn(C(CO)CO)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL5778573,CCC(CC(F)(F)F)n1cc(-c2nc(-c3cnn(C(CO)CO)c3)cn3nccc23)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL6022288,CCC(C1CC1)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL6022288,CCC(C1CC1)n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL5758420,CCC(C1CC1)n1cc(-c2nc(-c3cnn(C(CO)CO)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL6011826,OC[C@H](O)Cn1cc(-c2cn3nccc3c(-c3cnn(C(C4CC4)C4CC4)c3)n2)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL6058939,C[C@@H]1CCC1n1cc(-c2nc(-c3cnn(C[C@@H](O)CO)c3)cn3nccc23)cn1,IC50,550.0,nM,6.26,CHEMBL5735558
CHEMBL5750703,CCC(C1CC1)n1cc(-c2nc(-c3cnn(C[C@H](C)O)c3)cn3nccc23)cn1,IC50,55.0,nM,7.26,CHEMBL5735558
CHEMBL3671135,O=C(N[C@H]1CC[C@H](O)CC1)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,IC50,107.0,nM,6.97,CHEMBL5735676
CHEMBL3671142,O=C(NC1CCC1)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,IC50,470.0,nM,6.33,CHEMBL5735676
CHEMBL3671143,O=C(N[C@H]1CC2CCC1C2)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,IC50,156.0,nM,6.81,CHEMBL5735676
CHEMBL3671148,O=C(NC1CCOCC1)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,IC50,257.0,nM,6.59,CHEMBL5735676
CHEMBL5981761,O=C(N[C@H]1CC[C@H](C(=O)O)CC1)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,IC50,23.4,nM,7.63,CHEMBL5735676
CHEMBL6002574,O=C(N[C@H]1CC[C@H](O)CC1)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3CO)nc12,IC50,42.3,nM,7.37,CHEMBL5735676
CHEMBL3675913,O=C(N[C@H]1CC[C@H](O)CC1)c1cnn2ccc(N3CCC[C@@H]3c3cccc(F)c3)nc12,IC50,278.0,nM,6.56,CHEMBL5735676
CHEMBL5902776,CS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCC[C@@H]4c4cc(F)ccc4F)nc23)CC1,IC50,388.0,nM,6.41,CHEMBL5735676
CHEMBL5874292,NS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCC[C@@H]4c4cc(F)ccc4F)nc23)CC1,IC50,195.0,nM,6.71,CHEMBL5735676
CHEMBL5979754,O=C(NC1CC1)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3CO)nc12,IC50,429.0,nM,6.37,CHEMBL5735676
CHEMBL3916880,CC1(O)CCC(NC(=O)c2cnn3ccc(N4CCC[C@@H]4c4cc(F)ccc4F)nc23)CC1,IC50,418.0,nM,6.38,CHEMBL5735676
CHEMBL3916880,CC1(O)CCC(NC(=O)c2cnn3ccc(N4CCC[C@@H]4c4cc(F)ccc4F)nc23)CC1,IC50,186.0,nM,6.73,CHEMBL5735676
CHEMBL3675937,O=C(N[C@@H]1CCNC[C@@H]1F)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,IC50,699.0,nM,6.16,CHEMBL5735676
CHEMBL3675940,NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3C(F)(F)F)nc12,IC50,575.0,nM,6.24,CHEMBL5735676
CHEMBL6025864,O=C(NC1CC1)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)cnc3CO)nc12,IC50,698.0,nM,6.16,CHEMBL5735676
CHEMBL5747166,CC(C)(C)NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)cnc3CO)nc12,IC50,869.0,nM,6.06,CHEMBL5735676
CHEMBL5874993,CC(C)(CF)NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)cnc3CO)nc12,IC50,666.0,nM,6.18,CHEMBL5735676
CHEMBL3675965,COCCOc1ccc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC3CC3)c2n1,IC50,472.0,nM,6.33,CHEMBL5735676
CHEMBL3675998,C[C@H](NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cncc(F)c3)nc12)C1CC1,IC50,759.0,nM,6.12,CHEMBL5735676
CHEMBL3904952,COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC3CCC(O)CC3)c2n1,IC50,76.7,nM,7.12,CHEMBL5735676
CHEMBL3676025,COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)N[C@H]3CC[C@H](O)C3)c2n1,IC50,524.0,nM,6.28,CHEMBL5735676
CHEMBL5902617,COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC3CCC(S(C)(=O)=O)CC3)c2n1,IC50,444.0,nM,6.35,CHEMBL5735676
CHEMBL3676038,O=C(N[C@H]1CC[C@H](O)C1)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,IC50,759.0,nM,6.12,CHEMBL5735676
CHEMBL5885139,C[C@H](NC(=O)c1cnn2ccc(N3C[C@@H](O)C[C@@H]3c3cccc(F)c3)nc12)C(F)(F)F,IC50,670.0,nM,6.17,CHEMBL5735676
CHEMBL3676082,CC(C)NC(=O)c1cnn2ccc(N3C[C@@H](O)C[C@@H]3c3cccc(F)c3)nc12,IC50,551.0,nM,6.26,CHEMBL5735676
CHEMBL3676089,CC(C)NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)cn(C)c3=O)nc12,IC50,446.0,nM,6.35,CHEMBL5735676
CHEMBL3676092,Cn1cc(F)cc([C@H]2CCCN2c2ccn3ncc(C(=O)NC4CCC4)c3n2)c1=O,IC50,666.0,nM,6.18,CHEMBL5735676
CHEMBL3676097,C[C@@H](NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)cn(C)c3=O)nc12)C1CC1,IC50,311.0,nM,6.51,CHEMBL5735676
CHEMBL3676098,C[C@H](NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)cn(C)c3=O)nc12)C1CC1,IC50,419.0,nM,6.38,CHEMBL5735676
CHEMBL3676099,Cn1cc(F)cc([C@H]2CCCN2c2ccn3ncc(C(=O)NC4(C)CC4)c3n2)c1=O,IC50,616.0,nM,6.21,CHEMBL5735676
CHEMBL3937419,Cn1cc(F)cc([C@H]2CCCN2c2ccn3ncc(C(=O)NC4CCC(O)CC4)c3n2)c1=O,IC50,499.0,nM,6.3,CHEMBL5735676
CHEMBL3904952,COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC3CCC(O)CC3)c2n1,IC50,76.7,nM,7.12,CHEMBL5735676
CHEMBL3675998,C[C@H](NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cncc(F)c3)nc12)C1CC1,IC50,759.0,nM,6.12,CHEMBL5735676
CHEMBL5902726,N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(N3CCC(O)CC3)c2F)CC1,IC50,0.5,nM,9.3,CHEMBL5735698
CHEMBL5920997,N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(N3CCC(N)CC3)c2F)CC1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL6063597,N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(N3CCNCC3)c2F)CC1,IC50,0.8,nM,9.1,CHEMBL5735698
CHEMBL5972579,CN(C)C1CCN(c2nc(-c3cnn4ccccc34)nc(N[C@H]3CC[C@H](CC#N)CC3)c2F)CC1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5925068,N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(OCCO)c2F)CC1,IC50,0.5,nM,9.3,CHEMBL5735698
CHEMBL5972395,N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(OC[C@@H](O)CO)c2F)CC1,IC50,0.7,nM,9.15,CHEMBL5735698
CHEMBL5783558,N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(OC[C@H](O)CO)c2F)CC1,IC50,0.5,nM,9.3,CHEMBL5735698
CHEMBL5978465,N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(NCCO)c2F)CC1,IC50,0.7,nM,9.15,CHEMBL5735698
CHEMBL5905098,CN(C)CCOc1nc(-c2cnn3ccccc23)nc(N[C@H]2CC[C@H](CC#N)CC2)c1F,IC50,0.7,nM,9.15,CHEMBL5735698
CHEMBL5866842,CN(C)CCOc1nc(-c2cnn3ccccc23)nc(N[C@H]2CC[C@@H](CC#N)CC2)c1F,IC50,0.5,nM,9.3,CHEMBL5735698
CHEMBL6040512,C[C@H](Nc1nc(-c2cnn3ccccc23)nc(N2CCC(N)CC2)c1F)c1ccc(F)cn1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5790014,C[C@H](Nc1nc(-c2cnn3ccccc23)nc(OCCO)c1F)c1ncc(F)cn1,IC50,0.5,nM,9.3,CHEMBL5735698
CHEMBL5891310,C[C@H](Nc1nc(-c2cnn3ccccc23)nc(OC[C@@H](O)CO)c1F)c1ncc(F)cn1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5754455,N#CCC(=O)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(OCCO)c2F)C1,IC50,0.5,nM,9.3,CHEMBL5735698
CHEMBL6062299,CCCCOc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CC#N)C2)c1F,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5886250,CCOCCOc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CC#N)C2)c1F,IC50,0.7,nM,9.15,CHEMBL5735698
CHEMBL5900962,N#CCC(=O)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(-c3ccc(CO)cc3)c2F)C1,IC50,0.6,nM,9.22,CHEMBL5735698
CHEMBL5791622,N#CCC(=O)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(-c3ccc(N)nc3)c2F)C1,IC50,0.6,nM,9.22,CHEMBL5735698
CHEMBL5759835,COc1ccc(-c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CC#N)C3)c2F)cn1,IC50,0.3,nM,9.52,CHEMBL5735698
CHEMBL6015933,Cc1cc(-c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CC#N)C3)c2F)ccn1,IC50,0.5,nM,9.3,CHEMBL5735698
CHEMBL5958155,Cc1cc(-c2nc(-c3cnn4ccccc34)nc(N(C)[C@@H]3CCCN(C(=O)CC#N)C3)c2F)ccn1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5811213,O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(N3CCC(O)CC3)c2F)C1,IC50,0.7,nM,9.15,CHEMBL5735698
CHEMBL5844607,O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(N3CCC(CO)CC3)c2F)C1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL6032968,O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(NCCO)c2F)C1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5950473,CN1CCN(c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CO)C3)c2F)CC1,IC50,0.6,nM,9.22,CHEMBL5735698
CHEMBL5882176,Cc1c(N[C@@H]2CCCN(C(=O)CO)C2)nc(-c2cnn3ccccc23)nc1N1CCOCC1,IC50,4.0,nM,8.4,CHEMBL5735698
CHEMBL5847362,COCCOc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1C,IC50,0.7,nM,9.15,CHEMBL5735698
CHEMBL5901463,CCOC(=O)C1(C)CCN(c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CO)C3)c2F)CC1,IC50,0.8,nM,9.1,CHEMBL5735698
CHEMBL5837049,Cc1ccn2ncc(-c3nc(N[C@@H]4CCCN(C(=O)CO)C4)c(F)c(N4CCOCC4)n3)c2c1,IC50,4.0,nM,8.4,CHEMBL5735698
CHEMBL6018042,CCOC(=O)C1CCN(c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CC#N)C3)c2F)CC1,IC50,0.6,nM,9.22,CHEMBL5735698
CHEMBL5779479,N#CCC(=O)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(N3CCC(C(=O)O)CC3)c2F)C1,IC50,0.4,nM,9.4,CHEMBL5735698
CHEMBL6065543,O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(-c3cn[nH]c3)c2F)C1,IC50,0.6,nM,9.22,CHEMBL5735698
CHEMBL5857337,CC(C)(O)Cn1cc(-c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CO)C3)c2F)cn1,IC50,0.6,nM,9.22,CHEMBL5735698
CHEMBL6023604,Cc1cc(-c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CO)C3)c2F)ccn1,IC50,0.2,nM,9.7,CHEMBL5735698
CHEMBL5906248,COc1ccc(-c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CO)C3)c2F)cn1,IC50,2.0,nM,8.7,CHEMBL5735698
CHEMBL5854963,Cc1ccc(-c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CO)C3)c2F)cn1,IC50,0.5,nM,9.3,CHEMBL5735698
CHEMBL5925079,O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(-c3ccnc(CO)c3)c2F)C1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5825703,CCOC(=O)c1ccc(-c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CO)C3)c2F)cn1,IC50,2.0,nM,8.7,CHEMBL5735698
CHEMBL5744839,COCCOc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,0.8,nM,9.1,CHEMBL5735698
CHEMBL6051515,O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(OCCO)c2F)C1,IC50,0.8,nM,9.1,CHEMBL5735698
CHEMBL5858708,O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(OCCCO)c2F)C1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5844583,COc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5970649,O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(O)c2F)C1,IC50,0.7,nM,9.15,CHEMBL5735698
CHEMBL5824844,O=C(O)C(Cc1ccccc1)Oc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,74.0,nM,7.13,CHEMBL5735698
CHEMBL6032852,CCOc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5847172,CCOC(=O)c1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,3.0,nM,8.52,CHEMBL5735698
CHEMBL5763792,N#Cc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,4.0,nM,8.4,CHEMBL5735698
CHEMBL5946864,NC(=O)c1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,2.0,nM,8.7,CHEMBL5735698
CHEMBL6024227,O=C(CO)N1CCC[C@@H](Nc2cc(OCC(F)(F)F)nc(-c3cnn4ccccc34)n2)C1,IC50,10.0,nM,8.0,CHEMBL5735698
CHEMBL5900119,O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(OCC(F)F)c2F)C1,IC50,3.0,nM,8.52,CHEMBL5735698
CHEMBL6031330,CC(C)Oc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,2.0,nM,8.7,CHEMBL5735698
CHEMBL5887238,O=C(CO)N1CCC[C@@H](Oc2nc(-c3cnn4ccccc34)nc(N3CCOCC3)c2F)C1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5938735,N#CCC(=O)N1CCC[C@@H](Oc2nc(-c3cnn4ccccc34)nc(N3CCOCC3)c2F)C1,IC50,0.5,nM,9.3,CHEMBL5735698
CHEMBL6031219,N#Cc1cnc(N2CCC[C@@H](Nc3nc(-c4cnn5ccccc45)nc(OCCO)c3F)C2)cn1,IC50,2.0,nM,8.7,CHEMBL5735698
CHEMBL5763253,COc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(c3cnc(CO)cn3)C2)c1F,IC50,12.0,nM,7.92,CHEMBL5735698
CHEMBL6038650,COc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(c3cnc(C#N)cn3)C2)c1F,IC50,7.0,nM,8.15,CHEMBL5735698
CHEMBL5818505,N#Cc1cnc(N2CCC[C@@H](Nc3nc(-c4cnn5ccccc45)nc(OCCO)c3F)C2)nc1,IC50,2.0,nM,8.7,CHEMBL5735698
CHEMBL5947415,COC[C@H](C)Oc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,2.0,nM,8.7,CHEMBL5735698
CHEMBL5870135,C[C@@H](CO)Oc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,3.0,nM,8.52,CHEMBL5735698
CHEMBL5891990,COC[C@@H](C)Oc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,7.0,nM,8.15,CHEMBL5735698
CHEMBL5844690,C[C@H](CO)Oc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,10.0,nM,8.0,CHEMBL5735698
CHEMBL5855223,O=C(CO)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(-c3cccnc3)c2F)C1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5772957,COc1nc(-c2cnn3ccccc23)nc(O[C@@H]2CCCN(C(=O)CO)C2)c1F,IC50,3.0,nM,8.52,CHEMBL5735698
CHEMBL5930670,COc1nc(-c2cnn3ccccc23)nc(O[C@@H]2CCCN(C(=O)CC#N)C2)c1F,IC50,3.0,nM,8.52,CHEMBL5735698
CHEMBL5780597,O=C(CO)N1CCC[C@@H](Oc2nc(-c3cnn4ccccc34)nc(OCCO)c2F)C1,IC50,2.0,nM,8.7,CHEMBL5735698
CHEMBL5812440,N#CCC(=O)N1CCC[C@@H](Oc2nc(-c3cnn4ccccc34)nc(OCCO)c2F)C1,IC50,0.3,nM,9.52,CHEMBL5735698
CHEMBL5797275,CN1CCN(c2nc(-c3cnn4ccccc34)nc(O[C@@H]3CCCN(C(=O)CO)C3)c2F)CC1,IC50,5.0,nM,8.3,CHEMBL5735698
CHEMBL5868563,CN1CCN(c2nc(-c3cnn4ccccc34)nc(O[C@@H]3CCCN(C(=O)CC#N)C3)c2F)CC1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5978120,O=C(CO)N1CCC[C@@H](Oc2nc(-c3cnn4ccccc34)nc(NCCO)c2F)C1,IC50,3.0,nM,8.52,CHEMBL5735698
CHEMBL5843318,N#CCC(=O)N1CCC[C@@H](Oc2nc(-c3cnn4ccccc34)nc(NCCO)c2F)C1,IC50,3.0,nM,8.52,CHEMBL5735698
CHEMBL6065097,Cc1cc(-c2nc(-c3cnn4ccccc34)nc(O[C@@H]3CCCN(C(=O)CO)C3)c2F)ccn1,IC50,2.0,nM,8.7,CHEMBL5735698
CHEMBL5777812,Cc1cc(-c2nc(-c3cnn4ccccc34)nc(O[C@@H]3CCCN(C(=O)CC#N)C3)c2F)ccn1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5981130,N#CCC(=O)N1CCC[C@@H](Oc2nc(-c3cnn4ccccc34)nc(-c3ccnc(CO)c3)c2F)C1,IC50,2.0,nM,8.7,CHEMBL5735698
CHEMBL5883461,O=C(CO)N1CCC[C@@H](Oc2nc(-c3cnn4ccccc34)nc(-c3ccnc(CO)c3)c2F)C1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5870671,O=C(CO)N1CCC[C@@H](Oc2nc(-c3cnn4ccccc34)nc(N3CCC(O)CC3)c2F)C1,IC50,4.0,nM,8.4,CHEMBL5735698
CHEMBL5867754,N#CCC(=O)N1CCC[C@@H](Oc2nc(-c3cnn4ccccc34)nc(N3CCC(O)CC3)c2F)C1,IC50,1.0,nM,9.0,CHEMBL5735698
CHEMBL5854520,Cc1cc(-c2nc(-c3cnn4ccccc34)nc(N(C)[C@@H]3CCCN(C(=O)CO)C3)c2F)ccn1,IC50,2.0,nM,8.7,CHEMBL5735698
CHEMBL5821032,N#CCC(=O)N1CCC[C@@H](Nc2nc(-c3cnn4ccccc34)nc(-c3ccnc(CO)c3)c2F)C1,IC50,0.5,nM,9.3,CHEMBL5735698
CHEMBL6035600,O=C(O)c1ccc(-c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CO)C3)c2F)cn1,IC50,1.0,nM,9.0,CHEMBL5735698
