canonical_smiles,pIC50,split
N#CCCCn1cc(-n2ccc3cnc4[nH]ccc4c32)cn1,7.285,val
N#CCCN(CCC#N)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,8.6,train
N#CCCN(CCC#N)C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,8.72,train
N#CCCN(C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)c1ccccc1,7.23,train
N#CCCN1CC2(CCC(c3cccc4nc(NC(=O)C5CC5)nn34)CC2)C1,6.1,train
N#CCCN1CCC(Nc2c(-c3cn[nH]c3)cnc3[nH]ccc23)CC1,8.57,train
N#CCCN1CCC[C@@H](Nc2c(-c3ncco3)cnc3[nH]ccc23)C1,7.26,train
N#CCCN1CCN(C[C@H]2CC[C@H](N3CN(C4CC4)C(=O)c4cnc5[nH]ccc5c43)CC2)CC1,6.1,train
N#CCCN1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)CC1,6.72,train
N#CCCN1[C@@H]2CC[C@H]1CN(c1ccnc(Nc3cn[nH]c3)n1)C2,6.39,train
N#CCCNC(=O)Cc1nc2cnc3[nH]ccc3c2n1C1CCC(CC#N)CC1,8.18,train
N#CCCNC(=O)Cc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,7.615,train
N#CCCNC(=O)[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.44,train
N#CCCNC(=O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,7.72,train
N#CCCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.58,train
N#CCCN[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.05,train
N#CCCS(=O)(=O)NCc1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,8.15,train
N#CCC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,8.34,train
N#CCC[C@H]1CC[C@H](n2c(=O)[nH]c(=O)c3cnc4[nH]ccc4c32)CC1,7.6,train
N#CCCc1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1,7.32,train
N#CCCn1cc(-c2ccc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)cc2)cn1,5.96,test
N#CCCn1cc(-c2nc(Nc3ccc(C4CCNCC4)cc3)nc3[nH]ccc23)cn1,9.89,train
N#CCCn1cc(-c2nc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)nc3[nH]ccc23)cn1,10.4,train
N#CCCn1cc(-c2nc(Nc3ccc4c(c3)CCN4)ncc2F)cn1,6.54,train
N#CCCn1cc(-c2nc(Nc3ccc4c(c3)CCN4C(=O)C3(C#N)CC3)ncc2F)cn1,7.55,train
N#CCCn1cc(-c2nc(Nc3ccc4c(c3)CCN4C(=O)CN3CCS(=O)(=O)CC3)ncc2F)cn1,7.85,val
N#CCCn1cc(-c2nc(Nc3ccc4c(c3)CCN4C(=O)c3ccc(C(F)(F)F)cc3)ncc2F)cn1,6.82,val
N#CCCn1cc(-c2nc(Nc3ccc4c(c3)CCN4S(=O)(=O)C(F)(F)F)ncc2F)cn1,6.71,train
N#CCCn1cc(-c2nc(Nc3ccc4c(c3)CCN4S(=O)(=O)c3ccc(C(F)(F)F)cc3)ncc2F)cn1,7.4,train
N#CCCn1cc(-c2nc(Nc3ccc4c(c3)CNC4=O)ncc2F)cn1,7.24,train
N#CCCn1cc(-c2nc(Nc3ccc4c(ccn4C(=O)C4CC4)c3)ncc2F)cn1,6.52,train
N#CCCn1cc(-c2nc(Nc3ccc4c(ccn4S(=O)(=O)C(F)(F)F)c3)ncc2F)cn1,6.8,train
N#CCCn1cc(-n2c(-c3ccc(CO)o3)cc3cnc4[nH]ccc4c32)cn1,7.37,train
N#CCCn1cc(-n2c(-c3cccc(O)c3)cc3cnc4[nH]ccc4c32)cn1,7.58,test
N#CCCn1cc(-n2c(-c3ccccc3Cl)cc3cnc4[nH]ccc4c32)cn1,6.82,test
N#CCCn1cc(-n2c(-c3cccs3)cc3cnc4[nH]ccc4c32)cn1,7.14,train
N#CCCn1cc(-n2c(C(F)(F)F)cc3cnc4[nH]ccc4c32)cn1,7.19,val
N#CCCn1cc(-n2ccc3cnc4[nH]ccc4c32)cn1,7.82,val
N#CCCn1ccc(-c2ccc(Nc3nn([C@@H](CC#N)C4CC4)c4cc[nH]c(=O)c34)cc2Cl)n1,5.91,train
N#CCN(C1CC1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,9.26,train
N#CCN(C1CCC1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1,9.26,train
N#CCN(CC1CC1)C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,6.89,train
N#CCN(C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)C(=O)CC(F)(F)F,8.25,train
N#CCN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,6.82,train
N#CCN1CC(CC#N)(n2ccc(-c3nc(-c4cnn(C5COC5)c4)cc4ncccc34)n2)C1,7.55,train
N#CCN1CC2(CCC(c3cccc4nc(NC(=O)C5CC5)nn34)CC2)C1,5.99,train
N#CCN1CCC(Nc2c(-c3cn[nH]c3)cnc3[nH]ccc23)CC1,8.58,train
N#CCN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,7.72,train
N#CCN1CN(C2CCCCC2)c2c(cnc3[nH]ccc23)C1=O,7.62,train
N#CCN1CN([C@H]2CC[C@H](CF)CC2)c2c(cnc3[nH]ccc23)C1=O,7.62,train
N#CCN1CN([C@H]2CC[C@H](CNC3(C(F)(F)F)CC3)CC2)c2c(cnc3[nH]ccc23)C1=O,7.82,train
N#CCN1CN([C@H]2CC[C@H](CNC3CC3)CC2)c2c(cnc3[nH]ccc23)C1=O,6.82,train
N#CCN1CN([C@H]2CC[C@H](CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,7.8,train
N#CCN1CN([C@H]2CC[C@H](CNCC(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,7.54,train
N#CCN1CN([C@H]2CC[C@H](CO)CC2)c2c(cnc3[nH]ccc23)C1=O,7.52,train
N#CCNC(=O)C[C@H]1CC[C@@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.22,train
N#CCNC(=O)C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.52,train
N#CCNC(=O)N1CC=C(c2cccc3nc(NC(=O)C4CC4)nn23)CC1,6.76,val
N#CCNC(=O)[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.48,train
N#CCNC(=O)c1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,6.52,val
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cc1,6.79,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,7.28,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NO)CC4)cc3)n2)cc1,8.4,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccc(/C=C/C(=O)NO)cc5)CC4)cc3)n2)cc1,7.82,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccc(C(=O)NO)cc5)CC4)cc3)n2)cc1,7.8,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)Nc5ccccc5N)CC4)cc3)n2)cc1,8.1,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(C5=NCCN5)CC4)cc3)n2)cc1,7.7,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(C5COC5)CC4)cc3)n2)cc1,8.0,val
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5C6CCC5COC6)CC4)cc3)n2)cc1,8.37,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CC6CC(C5)O6)CC4)cc3)n2)cc1,8.1,test
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CC6OCCOC6C5)C4)cc3)n2)cc1,7.68,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CC6OCCOC6C5)CC4)cc3)n2)cc1,8.3,test
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CCC6(CCC(=O)O6)CC5)CC4)cc3)n2)cc1,8.22,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CCC6(CCCO6)CC5)CC4)cc3)n2)cc1,8.3,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CCCC5)C4)cc3)n2)cc1,7.72,test
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CCCC5=O)CC4)cc3)n2)cc1,8.25,test
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CCCS5(=O)=O)CC4)cc3)n2)cc1,8.4,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CCNC5=O)CC4)cc3)n2)cc1,7.96,test
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CCOC5=O)CC4)cc3)n2)cc1,7.75,test
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3)n2)cc1,8.165,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(c5n[nH]c(=O)o5)CC4)cc3)n2)cc1,7.68,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(c5nnco5)CC4)cc3)n2)cc1,8.15,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(n5cccn5)CC4)cc3)n2)cc1,7.28,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCC(n5cncn5)CC4)cc3)n2)cc1,7.77,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCN(C5=NCCN5)CC4)cc3)n2)cc1,7.96,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCN(C5CCOCC5)CC4)cc3)n2)cc1,7.96,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCN(C5CCS(=O)(=O)C5)CC4)cc3)n2)cc1,8.1,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCN(C5CCS(=O)(=O)CC5)CC4)cc3)n2)cc1,7.92,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)c(C(F)(F)F)c3)n2)cc1,6.43,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)c(F)c3)n2)cc1,6.94,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,7.725,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCSCC4)cc3)n2)cc1,7.16,train
N#CCNC(=O)c1ccc(-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)cc1,6.95,test
N#CCNC(=O)c1ccc(-c2nc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3)ncc2Cl)cc1,8.52,train
N#CCNC(=O)c1ccc(-c2nc(Nc3ccc(N4CCC(N5CCOCC5)CC4)cc3)ncc2F)cc1,8.31,train
N#CCNC(=O)c1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,6.26,train
N#CCNC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,9.15,train
N#CCNC[C@H]1CC[C@H](N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1,7.77,val
N#CCNC[C@H]1CC[C@H](N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c32)CC1,7.36,train
N#CCNC[C@H]1CC[C@H](N2CNC(=O)c3cnc4[nH]ccc4c32)CC1,8.15,train
N#CCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,8.09,train
N#CCNCc1cccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)c1,6.88,train
N#CCNS(=O)(=O)C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,8.21,train
N#CCN[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.52,train
N#CCOc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,6.72,train
N#CCS(=O)(=O)N1CCC[C@H](Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,9.055,train
N#CC[C@@H](C1CC1)n1nc(Nc2cc(F)c(F)c(F)c2)c2c(=O)[nH]ccc21,4.87,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(-c3cnco3)cc2)c2c(=O)[nH]ccc21,5.66,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(-c3ncco3)cc2)c2c(=O)[nH]ccc21,5.57,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C#N)cc2)c2c(=O)[nH]ccc21,5.71,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C(=O)O)cc2)c2c(=O)[nH]ccc21,5.54,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C(F)(F)F)cc2)c2c(=O)[nH]ccc21,5.31,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C(N3CCC3)C(F)(F)F)cc2)c2c(=O)[nH]ccc21,6.425,val
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C(N3CCCC3)C(F)(F)F)cc2)c2c(=O)[nH]ccc21,6.244999999999999,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C(N3CCSCC3)C(F)(F)F)cc2)c2c(=O)[nH]ccc21,5.9399999999999995,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C(O)(c3ccccn3)C(F)(F)F)cc2)c2c(=O)[nH]ccc21,6.375,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C(O)(c3ccncc3)C(F)(F)F)cc2)c2c(=O)[nH]ccc21,6.58,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C(O)C(F)(F)F)c(Cl)c2)c2c(=O)[nH]ccc21,5.46,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C(O)C(F)(F)F)c(F)c2)c2c(=O)[nH]ccc21,5.735,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C3(C(F)(F)F)CC3)cc2)c2c(=O)[nH]ccc21,5.28,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C3(C(F)(F)F)CCCCN3)cc2)c2c(=O)[nH]ccc21,7.109999999999999,test
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C3(C(F)(F)F)CCCN3)cc2)c2c(=O)[nH]ccc21,6.6899999999999995,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(C3(C(F)(F)F)CCCO3)cc2)c2c(=O)[nH]ccc21,5.885,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(Cl)cc2)c2c(=O)[nH]ccc21,5.45,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CC(F)C3)cc2)c2c(=O)[nH]ccc21,5.88,test
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CC(O)C3)cc2)c2c(=O)[nH]ccc21,5.72,test
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CCC(C(F)(F)F)C3)cc2)c2c(=O)[nH]ccc21,6.0,val
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CCC(O)(C(F)(F)F)C3)cc2)c2c(=O)[nH]ccc21,6.109999999999999,val
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CCC3)cc2)c2c(=O)[nH]ccc21,6.29,test
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CCCC3)cc2)c2c(=O)[nH]ccc21,6.4,val
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CCCC3C(F)(F)F)cc2)c2c(=O)[nH]ccc21,5.975,val
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CCCCC3)cc2)c2c(=O)[nH]ccc21,6.54,test
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CCOC4CCC[C@@H]43)cc2)c2c(=O)[nH]ccc21,6.08,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CCOC4CCC[C@H]43)cc2)c2c(=O)[nH]ccc21,5.89,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)c2c(=O)[nH]ccc21,6.27,test
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CC[C@@H](O)C3)cc2)c2c(=O)[nH]ccc21,6.17,val
N#CC[C@@H](C1CC1)n1nc(Nc2ccc(S(=O)(=O)N3CC[C@H](O)C3)cc2)c2c(=O)[nH]ccc21,5.46,val
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)C(O)C2(CCCCC2)S3(=O)=O)c2c(=O)[nH]ccc21,6.4350000000000005,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CC(O)(C(F)(F)F)C3)c2c(=O)[nH]ccc21,5.885,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CC2(CCCC2)S3(=O)=O)c2c(=O)[nH]ccc21,6.39,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CC2(CCCCC2)S3(=O)=O)c2c(=O)[nH]ccc21,6.33,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CCC3(O)C(F)(F)F)c2c(=O)[nH]ccc21,6.325,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CCC3=O)c2c(=O)[nH]ccc21,5.86,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CCO3)c2c(=O)[nH]ccc21,5.73,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CCS3(=O)=O)c2c(=O)[nH]ccc21,6.14,test
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CN(C2(C(F)(F)F)CCCCC2)C3=O)c2c(=O)[nH]ccc21,6.23,val
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CN(C2CCCC2)C3=O)c2c(=O)[nH]ccc21,6.4,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CN(C2CCCCC2)C3=O)c2c(=O)[nH]ccc21,6.26,val
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CN(C2CCCCC2)S3(=O)=O)c2c(=O)[nH]ccc21,6.05,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CN(CC(F)(F)F)C3=O)c2c(=O)[nH]ccc21,6.17,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)CN(Cc2ccccc2)S3(=O)=O)c2c(=O)[nH]ccc21,5.98,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3c(c2)OCO3)c2c(=O)[nH]ccc21,5.37,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3nc(N4CCOCC4)ccc3c2)c2c(=O)[nH]ccc21,5.82,train
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3ncccc3c2)c2c(=O)[nH]ccc21,5.88,test
N#CC[C@@H](C1CC1)n1nc(Nc2ccc3nccnc3c2)c2c(=O)[nH]ccc21,5.25,test
N#CC[C@@H](C1CC1)n1nc(Nc2ccnc(F)c2)c2c(=O)[nH]ccc21,5.0,train
N#CC[C@@H](C1CCCC1)n1cc(-c2nc(Nc3ccc(C4CCNCC4)cc3)nc3[nH]ccc23)cn1,10.0,train
N#CC[C@@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,8.3,train
N#CC[C@@H](NCC1CCC(N2C=CC(=O)C3C=Nc4[nH]ccc4C32)CC1)C(F)(F)F,8.29,train
N#CC[C@@H](NCC1CCC([C@@H]2C(=O)NC(=O)C3C=Nc4[nH]ccc4C32)CC1)C(F)(F)F,8.34,train
N#CC[C@@]1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)OCC(F)F)C[C@@H]1F,10.0,train
N#CC[C@@]1(n2nc(Nc3cc(F)c4nccc(Cl)c4c3)c3c(=O)[nH]ccc32)CCOC1,7.0,train
N#CC[C@@]1(n2nc(Nc3ccc(C#N)cc3)c3c(=O)[nH]ccc32)CCOC1,7.78,train
N#CC[C@@]1(n2nc(Nc3ccc(C(N)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CCCOC1,9.355,val
N#CC[C@@]1(n2nc(Nc3ccc(C(N4CCCC4)C(F)(F)F)cc3)c3c(=O)[nH]ccc32)CCCOC1,9.445,train
N#CC[C@@]1(n2nc(Nc3ccc(C4(C(F)(F)F)CC4)cc3)c3c(=O)[nH]ccc32)CCCOC1,8.52,test
N#CC[C@@]1(n2nc(Nc3ccc(Cl)cc3)c3c(=O)[nH]ccc32)CCOC1,7.63,train
N#CC[C@@]1(n2nc(Nc3ccc(S(=O)(=O)C4CCCC4)cc3)c3c(=O)[nH]ccc32)CCCOC1,9.28,train
N#CC[C@@]1(n2nc(Nc3ccc(S(=O)(=O)C4CCCCC4)cc3)c3c(=O)[nH]ccc32)CCCOC1,9.18,train
N#CC[C@@]1(n2nc(Nc3ccc(S(=O)(=O)N4CCC4)cc3)c3c(=O)[nH]ccc32)CCCOC1,9.26,val
N#CC[C@@]1(n2nc(Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)c3c(=O)[nH]ccc32)CCCOC1,9.32,train
N#CC[C@@]1(n2nc(Nc3ccc([C@@]4(C(F)(F)F)CCCCN4)cc3)c3c(=O)[nH]ccc32)CCOC[C@@H]1F,10.4,train
N#CC[C@@]1(n2nc(Nc3ccc([C@]4(C(F)(F)F)CCCCN4)cc3)c3c(=O)[nH]ccc32)CCOC[C@@H]1F,10.4,train
N#CC[C@@]1(n2nc(Nc3ccc4c(c3)CN(C3CCCC3)C4=O)c3c(=O)[nH]ccc32)CCCOC1,8.95,train
N#CC[C@@]1(n2nc(Nc3ccc4c(c3)CN(C3CCN(CC(F)(F)F)CC3)S4(=O)=O)c3c(=O)[nH]ccc32)CCOC[C@@H]1F,10.3,train
N#CC[C@@]1(n2nc(Nc3ccc4c(c3)CN(C3CCNCC3)S4(=O)=O)c3c(=O)[nH]ccc32)CCOC[C@@H]1F,10.0,train
N#CC[C@@]1(n2nc(Nc3ccc4nccc(F)c4c3)c3c(=O)[nH]ccc32)CCOC1,7.37,train
N#CC[C@@]1(n2nc(Nc3ccccc3)c3c(=O)[nH]ccc32)CCCOC1,8.55,val
N#CC[C@H](C1CCCC1)n1cc(-c2nc(Nc3ccc(C4CCNCC4)cc3)nc3[nH]ccc23)cn1,9.82,train
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,8.39,train
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1.O=P(O)(O)O,8.05,train
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3c2CCN3)cn1,8.24,train
N#CC[C@H](OCC1CCC(N2C=CC(=O)C3C=Nc4[nH]ccc4C32)CC1)C(F)(F)F,8.7,train
N#CC[C@H]([C@H]1CCN(c2cccc(Cl)c2C#N)C1)n1cc(-c2ncnc3[nH]ccc23)cn1,5.62,train
N#CC[C@H]1CC[C@@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.68,train
N#CC[C@H]1CC[C@H](NC(=O)Cc2nc3cnc4[nH]ccc4c3n2[C@H]2CC[C@H](CC#N)CC2)CC1,8.62,train
N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(N3CCC(N)CC3)c2F)CC1,9.0,train
N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(N3CCC(O)CC3)c2F)CC1,9.3,train
N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(N3CCNCC3)c2F)CC1,9.1,train
N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(NCCO)c2F)CC1,9.15,val
N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(OCCO)c2F)CC1,9.3,val
N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(OC[C@@H](O)CO)c2F)CC1,9.15,val
N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(OC[C@H](O)CO)c2F)CC1,9.3,val
N#CC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,8.6,train
N#CC[C@H]1CC[C@H](n2c(-c3c[nH]cn3)nc3cnc4[nH]ccc4c32)CC1,9.0,train
N#CC[C@H]1CC[C@H](n2c(-c3cc[nH]n3)nc3cnc4[nH]ccc4c32)CC1,8.77,train
N#CC[C@H]1CC[C@H](n2c(-c3ccc(C#N)cc3)nc3cnc4[nH]ccc4c32)CC1,7.47,val
N#CC[C@H]1CC[C@H](n2c(-c3ccc(C#N)nc3)nc3cnc4[nH]ccc4c32)CC1,7.13,val
N#CC[C@H]1CC[C@H](n2c(-c3ccc(C(=O)c4ccc(CO)cc4)cc3)nc3cnc4[nH]ccc4c32)CC1,7.94,train
N#CC[C@H]1CC[C@H](n2c(-c3ccc(C(=O)c4ccccc4)cc3)nc3cnc4[nH]ccc4c32)CC1,7.93,train
N#CC[C@H]1CC[C@H](n2c(-c3ccc(S(F)(F)(F)(F)F)cc3)nc3cnc4[nH]ccc4c32)CC1,7.42,val
N#CC[C@H]1CC[C@H](n2c(-c3cccnc3N)nc3cnc4[nH]ccc4c32)CC1,7.08,val
N#CC[C@H]1CC[C@H](n2c(-c3ccnc(N)n3)nc3cnc4[nH]ccc4c32)CC1,8.49,val
N#CC[C@H]1CC[C@H](n2c(-c3cn[nH]n3)nc3cnc4[nH]ccc4c32)CC1,8.92,train
N#CC[C@H]1CC[C@H](n2c(-c3cnc(N)nc3)nc3cnc4[nH]ccc4c32)CC1,8.49,val
N#CC[C@H]1CC[C@H](n2c(-c3cncs3)nc3cnc4[nH]ccc4c32)CC1,8.06,train
N#CC[C@H]1CC[C@H](n2c(-c3cnn(CC(=O)NC4CC4)c3)nc3cnc4[nH]ccc4c32)CC1,7.7,val
N#CC[C@H]1CC[C@H](n2c(-c3cnn(Cc4cocn4)c3)nc3cnc4[nH]ccc4c32)CC1,7.77,test
N#CC[C@H]1CC[C@H](n2c(-c3cocn3)nc3cnc4[nH]ccc4c32)CC1,9.1,train
N#CC[C@H]1CC[C@H](n2c(-c3n[nH]cc3Cl)nc3cnc4[nH]ccc4c32)CC1,8.26,train
N#CC[C@H]1CC[C@H](n2c(-c3nc[nH]n3)nc3cnc4[nH]ccc4c32)CC1,9.52,train
N#CC[C@H]1CC[C@H](n2c(-c3ncc[nH]3)nc3cnc4[nH]ccc4c32)CC1,8.72,train
N#CC[C@H]1CC[C@H](n2c(-c3nn[nH]n3)nc3cnc4[nH]ccc4c32)CC1,8.66,train
N#CC[C@H]1CC[C@H](n2c(=O)[nH]c3cnc(Nc4cc(Cl)c[nH]c4=O)nc32)CC1,8.44,train
