canonical_smiles,pIC50,split
COc1ccc2nc(NC(C)c3ncc(F)cn3)nc(Nc3cn(C)cn3)c2c1,6.17,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)C5O[C@H]6CN[C@H]5C6)ccc4c3c2)c1,8.22,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C(=O)C6CC6)CC5)ccc4c3c2)c1,8.15,val
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c3c2)c1,8.37,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(Cc6cccnc6)CC5)ccc4c3c2)c1,8.22,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCOCC5)ccc4c3c2)c1,7.46,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CC[C@H](N(C)C)C5)ccc4c3c2)c1,7.78,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)NCCN(C)C)ccc4c3c2)c1,8.22,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(NC(=O)C5CCOCC5)ccc4c3c2)c1,7.495,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(NC(=O)OC(C)(C)C)ccc4c3c2)c1,6.8,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(NC(=O)OCCN)ccc4c3c2)c1,8.15,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(NC(=O)OCc5ccccc5)ccc4c3c2)c1,6.54,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4ccc(C(=O)N5CCN(C)CC5)cc4c3c2)c1,7.505000000000001,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4ccc(C(=O)N5CCOCC5)cc4c3c2)c1,8.175,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cccnc4c3c2)c1,7.54,train
COc1cccc(-c2cc(C(N)=O)c3[nH]c4ccncc4c3c2)c1,7.47,train
COc1cccc(-c2cc3c(N[C@@H]4CC[C@](C)(N)C4(C)C)c(C(N)=O)cnn3c2)c1,7.82,train
COc1cccc(-c2cc3ncc(C(N)=O)c(N[C@@H]4CCN(c5ccc(C#N)nn5)CC4(C)C)n3n2)n1,8.93,train
COc1cccc(-c2cccc3nc(Nc4ccc(N5CCN(C)CC5)cc4)nn23)c1,7.27,val
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)c1F,6.28,val
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)c1OC,6.49,val
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c1,7.97,val
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c1F,7.73,val
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c1OC,7.34,val
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1,8.12,val
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1F,7.52,val
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1OC,7.24,val
COc1cccc(-c2cccn3nc(Nc4ccc5c(c4)CNC5)nc23)c1,8.18,val
COc1cccc(-c2nc(Nc3ccc(N4CCC5(CC4)CC5C(=O)O)cc3)c3c(=O)[nH]ncc3n2)c1,7.12,val
COc1cccc(-c2nc(Nc3ccc(OCCN4CCNCC4)cc3)c3c(=O)[nH]ncc3n2)c1,7.52,train
COc1cccc(-c2nc3c(NCC4CCN(C)CC4)c(Cl)cnc3[nH]2)c1,4.79,train
COc1cccc(/C=N/NC(=O)c2[nH]c(C)c(C(=O)N/N=C/c3cccc(OC)c3O)c2C)c1O,5.18,train
COc1cccc(C(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)c1,7.75,train
COc1cccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)c1,7.7,train
COc1cccc(CN2CCC(Nc3c(-c4cc[nH]n4)cnc4[nH]ccc34)CC2)c1,8.66,train
COc1cccc(CN2CCC(Nc3c(-c4cn[nH]c4)cnc4[nH]ccc34)CC2)c1,6.86,train
COc1cccc(CN2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)C[C@H]2C)c1,7.24,train
COc1cccc(CNc2cccn3nc(Nc4ccc(C)nc4)nc23)c1,5.99,train
COc1cccc(CNc2cccn3nc(Nc4ccc(N5CCN(C)CC5)cc4)nc23)c1,5.87,train
COc1cccc(CNc2cccn3nc(Nc4ccc(OC)nc4)nc23)c1,5.0,train
COc1cccc(CNc2cccn3nc(Nc4cccc(N5CCN(C)CC5)c4)nc23)c1,5.52,train
COc1cccc(CNc2cccn3nc(Nc4cccnc4)nc23)c1,6.09,train
COc1cccc(CNc2cccn3nc(Nc4ccnc(C)c4)nc23)c1,6.23,train
COc1cccc(CNc2cccn3nc(Nc4ccncc4)nc23)c1,6.0,train
COc1cccc(COC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c1,6.37,train
COc1cccc(Cl)c1CNc1nc(Nc2cnn(CCO)c2)ncc1C(N)=O,9.25,train
COc1cccc(Cn2ccc3cnc(Nc4cnn(CCCCCC(=O)NO)c4)nc32)c1,6.91,train
COc1cccc(Cn2ccc3cnc(Nc4cnn(CCCCCCC(=O)NO)c4)nc32)c1,6.68,train
COc1cccc(F)c1-n1cc(Nc2ncc(C(N)=O)c(NCc3c(F)cccc3F)n2)cn1,9.14,train
COc1cccc(F)c1C(C[N+](=O)[O-])c1c(N)n(C)c(=O)n(C)c1=O,5.38,train
COc1cccc(F)c1CN1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,7.359999999999999,train
COc1cccc(F)c1CNc1nc(Cc2cnn(C)c2)ncc1C(N)=O,9.24,train
COc1cccc(F)c1CNc1nc(Nc2cnn(C(C)C)c2)ncc1C(N)=O,9.21,train
COc1cccc(F)c1CNc1nc(Nc2cnn(C3CC3)c2)ncc1C(N)=O,9.24,train
COc1cccc(F)c1CNc1nc(Nc2cnn(C3CCC3)c2)ncc1C(N)=O,9.23,train
COc1cccc(F)c1CNc1nc(Nc2cnn(C3CCN(C)CC3)c2)ncc1C(N)=O,9.52,train
COc1cccc(F)c1CNc1nc(Nc2cnn(C3CCOCC3)c2)ncc1C(N)=O,9.85,train
COc1cccc(F)c1CNc1nc(Nc2cnn(CC(C)(C)O)c2)ncc1C(N)=O,9.1,train
COc1cccc(F)c1CNc1nc(Nc2cnn(CCCCCCN(C)C)c2)ncc1C(N)=O,8.81,train
COc1cccc(F)c1CNc1nc(Nc2cnn(CCN(C)C)c2)ncc1C(N)=O,9.02,train
COc1cccc(F)c1CNc1nc(Nc2cnn(CCN3CCCC3)c2)ncc1C(N)=O,9.0,val
COc1cccc(F)c1CNc1nc(Nc2cnn(CCN3CCCCC3)c2)ncc1C(N)=O,8.72,train
COc1cccc(F)c1CNc1nc(Nc2cnn(CCN3CCOCC3)c2)ncc1C(N)=O,9.09,train
COc1cccc(F)c1CNc1nc(Nc2cnn(CCO)c2)ncc1C(N)=O,10.52,train
COc1cccc(F)c1CNc1nc(Nc2cnn(CCSC)c2)ncc1C(N)=O,9.17,train
COc1cccc(F)c1Nc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O,9.0,train
COc1cccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2cccs2)c1,5.87,train
COc1cccc(N2CCN(S(=O)(=O)c3ccc(Nc4nn([C@H]5CCCC[C@@H]5C#N)cc4C(N)=O)cc3)CC2)c1,7.62,train
COc1cccc(NC(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)c1,7.71,train
COc1cccc(NC(=O)c2cnc(N3CCN(c4ccccc4OC)CC3)c([N+](=O)[O-])c2)c1,5.02,train
COc1cccc(NC(=O)c2cnc(Nc3cccc(OC)c3)c([N+](=O)[O-])c2)c1,5.07,train
COc1cccc(Nc2cc(NC(=O)C3CC3)nc3cc[nH]c(=O)c23)c1OC,5.6899999999999995,train
COc1cccc(Nc2cc(Nc3ccccc3Cl)c(C(N)=O)cn2)n1,7.12,train
COc1cccc(Nc2nc(Nc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)ncc2C)c1,9.3,train
COc1cccc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)c1,8.85,train
COc1cccc(Nc2nc3cccc(-c4cccc(S(C)(=O)=O)c4)n3n2)c1,7.82,train
COc1cccc(Nc2nccc(-c3cccc4c3CC(=O)N4)n2)c1,5.65,train
COc1cccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)n1,6.73,train
COc1cccc(OCc2cc(C)ccn2)c1-c1ccc2c(c1)CCNCC2,5.0,train
COc1cccc(S(=O)(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)c1,8.52,train
COc1cccc2c(=O)n(-c3cccc(-c4c(Cl)cc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)n(C)c12,5.8,val
COc1cccc2c(=O)n(-c3cccc(-c4ccc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)n(C)c12,5.89,val
COc1cccc2c(=O)n(-c3cccc(Br)c3C)c(=O)n(C)c12,5.75,train
COc1cccc2cnc(Nc3cnn(C)c3)nc12,6.4,train
COc1ccccc1-c1c[nH]c2ncnc(-c3ccccc3)c12,6.74,train
COc1ccccc1-c1cc2c(N[C@@H]3CC[C@](C)(N)C3(C)C)c(C(N)=O)cnn2c1,7.7,train
COc1ccccc1-c1ccc2cnc(Nc3ccc(C(=O)N4CCOCC4)cc3)nn12,9.77,train
COc1ccccc1-c1ccc2cnc(Nc3ccc(C4CCN(CC(N)=O)CC4)cc3)nn12,8.305,train
COc1ccccc1-c1ccc2cnc(Nc3ccc(C4CCN(C[C@H](C)O)CC4)cc3)nn12,9.22,train
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C)CC4)c(Cl)c3)nn12,9.3,train
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nn12,9.46,train
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nn12,9.745000000000001,train
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C[C@H](C)O)CC4)c(F)c3)nn12,9.3,train
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCN(C[C@H](C)O)CC4)cc3)nn12,9.33,train
COc1ccccc1-c1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nn12,9.64,train
COc1ccccc1-c1ccc2cnc(Nc3ccc(S(=O)(=O)N(C)C)cc3)nn12,8.68,test
COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCN(C)CC4)c3)nn12,9.1,train
COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCN(C[C@H](C)O)CC4)c3)nn12,9.27,train
COc1ccccc1-c1ccc2cnc(Nc3cccc(N4CCOCC4)c3)nn12,9.46,train
COc1ccccc1-c1cccn2nc(N)nc12,5.67,train
COc1ccccc1-c1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,7.42,val
COc1ccccc1-c1cccn2nc(Nc3ccc(N4CCOCC4)cc3)nc12,7.7,val
COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,7.41,train
COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nc12,7.75,train
COc1ccccc1-c1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,7.57,train
COc1ccccc1-c1cccn2nc(Nc3ccccc3)nc12,6.87,train
COc1ccccc1-c1nc(Nc2ccc(CN3CCNCC3)cc2)c2c(=O)[nH]ncc2n1,7.12,train
COc1ccccc1-c1nc(Nc2ccc(N3CCC4(CC3)CC4C(=O)O)cc2)c2c(=O)[nH]ncc2n1,7.12,val
COc1ccccc1-c1nnc(Sc2nc([N+](=O)[O-])nn2C)o1,5.33,train
COc1ccccc1C(=O)N1CCN(c2nc(Nc3cc(C)[nH]n3)c3cccn3n2)CC1,8.46,train
COc1ccccc1C(C[N+](=O)[O-])c1c(N)n(C)c(=O)n(C)c1=O,5.19,train
COc1ccccc1CCNc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl,6.07,train
COc1ccccc1CN1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,7.09,train
COc1ccccc1CNc1cccn2nc(Nc3ccc(C)nc3)nc12,7.56,train
COc1ccccc1CNc1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,7.91,train
COc1ccccc1CNc1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,7.34,train
COc1ccccc1CNc1cccn2nc(Nc3cccnc3)nc12,7.49,train
COc1ccccc1CNc1cccn2nc(Nc3ccnc(C)c3)nc12,7.61,train
COc1ccccc1CNc1cccn2nc(Nc3ccncc3)nc12,7.26,train
COc1ccccc1CNc1nc(Cc2cnn(C)c2)ncc1C(N)=O,8.66,train
COc1ccccc1CNc1nc(Nc2cnn(CCO)c2)ncc1C(N)=O,9.02,train
COc1ccccc1COC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,6.17,train
COc1ccccc1CS(=O)(=O)[C@H]1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)C1,7.76,train
COc1ccccc1N(C(=O)CCl)c1cn(C(C)=O)c2ccccc12,5.34,test
COc1ccccc1NC(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,7.71,train
COc1ccccc1Nc1cc(NC(=O)C2CC2)nc2cc[nH]c(=O)c12,5.26,train
COc1ccccc1Nc1cc(Nc2ccc(CC(=O)O)cn2)ncc1C(N)=O,7.96,train
COc1ccccc1Nc1cc(Nc2ccc(CC(=O)O[C@@H]3CCOC3)cn2)ncc1C(N)=O,8.4,train
COc1ccccc1Nc1cc(Nc2ccc(CC(=O)O[C@H]3CCOC3)cn2)ncc1C(N)=O,8.3,train
COc1ccccc1Nc1cc(Nc2cccc(C)n2)ncc1C(N)=O,7.85,train
COc1ccccc1Nc1cc(Nc2ccccn2)ncc1C(N)=O,8.1,train
COc1ccccc1Nc1cc(Nc2cccnn2)ncc1C(N)=O,7.54,train
COc1ccccc1Nc1nc(Nc2cnn(C(C)(C)C)c2)ncc1C(N)=O,9.08,train
COc1ccccc1Nc1nc2c(-c3ccc(C(F)(F)F)cc3)cccn2n1,5.0,train
COc1ccccc1Nc1nc2c(-c3ccc(S(C)(=O)=O)cc3)cccn2n1,5.835,train
COc1ccccc1Nc1nc2c(-c3cccc(C(F)(F)F)c3)cccn2n1,5.52,train
COc1ccccc1Nc1nc2c(-c3ccccc3)cccn2n1,5.0,train
COc1ccccc1Nc1nc2cccc(-c3cccc(S(C)(=O)=O)c3)n2n1,5.92,train
COc1cccn2c(=O)n(-c3cccc(-c4c(Cl)cc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc12,6.2,val
COc1cccn2c(=O)n(-c3cccc(-c4ccc(C(N)=O)c5[nH]c6cc(C(C)(C)O)ccc6c45)c3C)c(=O)cc12,6.01,val
COc1cccn2c(=O)n(-c3cccc(Br)c3C)c(=O)cc12,5.96,train
COc1cccnc1-c1ccc2cnc(Nc3ccc(C4CCN(CC(N)=O)CC4)cc3)nn12,6.87,train
COc1cccnc1N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,6.25,test
COc1ccn2c(=O)n(-c3cccc(Br)c3C)c(=O)cc2c1,6.0,train
COc1ccnc2c(F)cc(Nc3nn([C@H]4COCC[C@@H]4C#N)cc3C(N)=O)cc12,6.835,train
COc1ccncc1S(=O)(=O)C[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,9.05,test
COc1cnc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)cn1,5.83,val
COc1cnc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)cn1,6.87,val
COc1cnc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)cn1,7.13,val
COc1cnc(C)c(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c1,9.19,test
COc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1ccc(C(=O)NCC#N)cc1,6.73,train
COc1cncc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)c1,7.77,test
COc1cncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c1,9.915,test
COc1nc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)c3)n3ccnc3c2)ccc1N,6.46,train
COc1nc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)ccc1N,7.025,val
COc1nc(-c2cc(-c3cnn(C4(CC#N)CC(C#N)C4)n3)c3cccnc3c2)cnc1N,5.99,val
COc1nc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CC(C#N)C4)n3)n2)ccc1N,6.64,val
COc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1C,8.52,val
COc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,9.0,val
COc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(c3cnc(C#N)cn3)C2)c1F,8.15,train
COc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(c3cnc(CO)cn3)C2)c1F,7.92,train
COc1nc(-c2cnn3ccccc23)nc(O[C@@H]2CCCN(C(=O)CC#N)C2)c1F,8.52,val
COc1nc(-c2cnn3ccccc23)nc(O[C@@H]2CCCN(C(=O)CO)C2)c1F,8.52,val
COc1nc(C)cc2c1-c1[nH]c3cc(N4CCN(C)CC4)ccc3c1CCN2CCc1ccccc1,5.29,train
COc1nc(CN2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)ccc1C#N,7.359999999999999,train
COc1nc(N(C)[C@@H]2CCN(c3ncnc4[nH]ccc34)C2)ccc1C#N,10.26,train
COc1nc(NC2CCNCC2)nc2c1ccn2-c1cccc(NS(=O)(=O)C(C)(C)C)c1,5.52,test
COc1nc(Nc2ccc(N3CCN(C)CC3)cc2)nc2c1ccn2-c1cccc(NS(=O)(=O)C(C)(C)C)c1,5.0,train
COc1ncc(-c2cc3ncc(C(N)=O)c(N[C@@H]4CCN(c5ccc(C#N)nn5)CC4(C)C)n3n2)cn1,7.57,train
COc1ncc(-c2cnc3[nH]ccc3n2)c(N[C@H]2CCCN(S(C)(=O)=O)C2)n1,10.14,train
COc1ncc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCN(CC(=O)N(C)C)CC4)cc3)nc12,7.13,val
COc1ncc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(C4CCNCC4)cc3)nc12,6.88,val
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)N3CC(C)(O)C3)c2n1,7.51,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)N3CC(O)C3)c2n1,7.49,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC(CO)CO)c2n1,7.59,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC3CCC(O)CC3)c2n1,8.085,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC3CCC(S(C)(=O)=O)CC3)c2n1,6.35,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC3CCN(CCO)CC3)c2n1,8.37,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC3CCN(S(C)(=O)=O)CC3)c2n1,7.505,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NCC(C)(C)O)c2n1,8.0,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NCC(O)CO)c2n1,8.21,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NCCCCO)c2n1,8.85,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NCCCNC(=O)OC(C)(C)C)c2n1,8.03,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NCCCO)c2n1,8.96,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NCCO)c2n1,9.7,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC[C@@H](C)O)c2n1,8.55,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC[C@@H](O)CO)c2n1,8.24,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC[C@H](C)O)c2n1,8.68,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NC[C@H](O)CO)c2n1,8.1,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)NOCCOC(C)(C)C)c2n1,7.74,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)N[C@H]3CC[C@H](O)C3)c2n1,7.585000000000001,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)Nc3cc(C)n[nH]3)c2n1,7.95,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)Nc3cc(C4CC4)n[nH]3)c2n1,8.05,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)Nc3ccc(=O)[nH]c3)c2n1,8.52,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)Nc3ccn(C(C)C)n3)c2n1,7.42,train
COc1ncc(F)cc1[C@H]1CCCN1c1ccn2ncc(C(=O)Nc3ccn(C)n3)c2n1,7.66,train
COc1ncc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cn1,7.68,test
COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c(C)n1,9.73,test
COc1ncc(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)cn1,9.81,test
COc1nccc(-c2cnc3[nH]ccc3c2N[C@@H]2CCCN(C(=O)CC#N)C2)n1,7.26,train
COc1nccc2cc(NC(=O)[C@@H]3CC3c3ccc(S(=O)(=O)Nc4ccccn4)cc3)ccc12,5.16,train
COc1ncccc1-c1cccn2nc(Nc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cc3)nc12,6.17,val
COc1ncccc1-c1cccn2nc(Nc3ccc(C4CCN(CC(=O)N(C)C)CC4)cc3)nc12,6.6,val
COc1ncccc1-c1cccn2nc(Nc3ccc(C4CCNCC4)cc3)nc12,6.42,val
COc1ncccc1-c1cccn2nc(Nc3ccc4ncccc4c3)nc12,6.72,train
COc1ncccc1NC(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ccnc5[nH]ccc45)cn3)C2)CC1,7.71,train
COc1ncccc1NC(=O)N1CCC(N2CC(CC#N)(n3cc(-c4ncnc5[nH]ccc45)cn3)C2)CC1,7.71,train
COc1ncccc1NC(=O)N1CCC(N2CC(CC#N)(n3ccc(-c4ncnc5[nH]ccc45)c3)C2)CC1,7.71,train
COc1nn(C)cc1Nc1ncc(Br)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,5.8,train
COc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,5.27,train
COc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)C[C@H]4C)cccc23)n1,5.19,train
COc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)[C@@H](C)C4)cccc23)n1,5.19,train
COc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)[C@H](C)C4)cccc23)n1,4.76,train
COc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(CCO)CC4)cccc23)n1,5.6,train
COc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)c4cccnc4C)cccc23)n1,5.66,train
COc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NCc4ccc(C)nc4C)cccc23)n1,6.25,train
COc1nn(C)cc1Nc1ncc(Cl)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,5.75,train
COc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,5.18,train
COc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)C[C@H]4C)cccc23)n1,5.02,train
COc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)[C@@H](C)C4)cccc23)n1,4.98,train
COc1nn(C)cc1Nc1ncc(F)c(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)[C@H](C)C4)cccc23)n1,4.89,train
COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,4.83,train
COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)C[C@H]4C)cccc23)n1,4.69,train
COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)[C@@H](C)C4)cccc23)n1,4.78,train
COc1nnc(C2CCN(c3ccc(Nc4nccc(-c5ccc(C(=O)NCC#N)cc5)n4)cc3)CC2)o1,7.77,train
COc1nnc(NC(=O)N2C[C@H]3CC(N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)s1,7.39,train
COc1nnc(NC(=O)N2C[C@H]3C[C@H](N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)s1,7.39,train
COc1nsc(CC(=O)N2C[C@H]3C[C@H](N(C)c4ccnc5[nH]ccc45)C[C@H]3C2)n1,6.75,train
COc1nsc(NC(=O)N2CC[C@H]3CC(N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1,8.15,train
COc1nsc(NC(=O)N2C[C@H]3C[C@@H](N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1,7.25,train
COc1nsc(NC(=O)N2C[C@H]3C[C@H](N(C)c4ccnc5[nH]ccc45)C[C@H]3C2)n1,6.75,train
COc1nsc(NC(=O)N2C[C@H]3C[C@H](N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1,8.3,train
