smiles,pic50,scaffold,n_measurements
C1=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)COC/1,6.657577319177793,C1=C/COCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)COC/1,1
C1=C/COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)COC/1,6.031517051446064,C1=C/COCc2cncc(c2)-c2ccnc(n2)Nc2cccc(c2)COC/1,1
C1=C/COc2ccc(o2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1,7.337242168318426,C1=C/COc2ccc(o2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1,1
C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1,7.200659450546418,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1,1
C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)COC/1,6.823908740944319,C1=C/Cn2ccc3ccc(cc32)-c2ccnc(n2)Nc2cccc(c2)COC/1,1
C1=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)OCC1,5.920818753952375,C1=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)OCC1,1
C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,7.080921907623926,C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1,1
C1=CCOCc2cc(ccc2N2CCOCC2)Nc2nccc(n2)-c2cccc(c2)COC1,7.221848749616356,C1=CCOCc2cc(ccc2N2CCOCC2)Nc2nccc(n2)-c2cccc(c2)COC1,1
C1=CCOCc2cc(ccc2OCCN2CCCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,7.823908740944319,C1=CCOCc2cc(ccc2OCCN2CCCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,1
C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCCC3)c2)COC1,7.318758762624412,C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCCC3)c2)COC1,1
C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCOCC3)c2)COC1,7.017728766960431,C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCOCC3)c2)COC1,1
C1=CCOc2cccc(c2)Nc2nccc(n2)-c2cccc(c2)OCC1,6.638272163982407,C1=CCOc2cccc(c2)Nc2nccc(n2)-c2cccc(c2)OCC1,1
C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,7.638272163982407,C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2,14
C=C(Br)C(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,6.049635145623877,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C#N)C(O)c1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,6.6234000429002915,O=C(Nc1nc2cccc(-c3ccccc3)n2n1)C1CC1,2
C=C(C)C(=O)N1CCc2ccc(-c3ncnc4[nH]cc(C(=O)OCC)c34)cc21,5.825068406471558,c1nc(-c2ccc3c(c2)NCC3)c2cc[nH]c2n1,1
C=C(C)C(=O)NC1CCC=C(c2ncnc3[nH]cc(-c4ccccc4)c23)C1,5.958607314841775,C1=C(c2ncnc3[nH]cc(-c4ccccc4)c23)CCCC1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OC)c23)ccc1F,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c[nH]c1=O,5.825068406471558,O=c1ccc(-c2ncnc3[nH]ccc23)c[nH]1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)cc(OC)n1,5.825068406471558,c1cc(-c2ncnc3[nH]ccc23)ccn1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1C,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1C#N,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1C(=O)N(C)C,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1CN(C)C,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1CO,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1Cl,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1F,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1O,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1OC,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1S(C)(=O)=O,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccn1,5.825068406471558,c1cc(-c2ncnc3[nH]ccc23)ccn1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)cn(C)c1=O,5.825068406471558,O=c1ccc(-c2ncnc3[nH]ccc23)c[nH]1,1
C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)cnc1OC,5.825068406471558,c1cncc(-c2ncnc3[nH]ccc23)c1,1
C=C(C)C(=O)Nc1cc(C#N)cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(C)cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1cc(F)cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,1
C=C(C)C(=O)Nc1ccc(F)c(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,5.825068406471558,c1ccc(-c2ncnc3[nH]ccc23)cc1,2
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4ccc(C)cc4)c23)c1,5.825068406471558,c1ccc(-c2c[nH]c3ncnc(-c4ccccc4)c23)cc1,1
C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4ccc(F)cc4)c23)c1,5.825068406471558,c1ccc(-c2c[nH]c3ncnc(-c4ccccc4)c23)cc1,1
