SMILES,Comment,RDKit_SMILES (REINVENT),Score,PD1PDL1Sol_raw,PD1PDL1Sol_raw (raw)
COc1nc(-c2cccc(-c3cc4c(nc3OC)OCC4)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cc4c(nc3OC)OCC4)c2Cl)ccc1CNCC1CCC(=O)N1,0.5748454332351685,0.57484543,0.57484543,-4.3691163
COc1nc(-c2cccc(-c3cccc4onc(C)c34)c2Cl)cnc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc4onc(C)c34)c2Cl)cnc1CNCC1CCC(=O)N1,0.5820884704589844,0.5820885,0.5820885,-4.258226
COc1nc(-c2cccc(-c3cccc(CN4C(=O)CCC4c4ncnc5ccc(-c6cccc(CO)c6)nc45)c3Cl)c2Cl)cnc1CNCCCN1CCCC1,,COc1nc(-c2cccc(-c3cccc(CN4C(=O)CCC4c4ncnc5ccc(-c6cccc(CO)c6)nc45)c3Cl)c2Cl)cnc1CNCCCN1CCCC1,0.4289083182811737,0.42890832,0.42890832,-6.6034136
COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCc1ccc2c(c1)OCCO2,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCc1ccc2c(c1)OCCO2,0.43357500433921814,0.433575,0.433575,-6.5319667
COc1cc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)nc(OC)c1CN1CCCC(Nc2ccc(CNCCO)cn2)C1=O,,COc1cc(-c2cccc(-c3cccc(-c4cnc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)nc(OC)c1CN1CCCC(Nc2ccc(CNCCO)cn2)C1=O,0.45952025055885315,0.45952025,0.45952025,-6.134745
COc1nc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CNCC1CCC(=O)N1,0.5800078511238098,0.58000785,0.58000785,-4.2900796
COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(CO)(CO)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNC(=O)c1c(F)ccc(-c2ccnc(Cl)n2)c1F,,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(CO)(CO)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNC(=O)c1c(F)ccc(-c2ccnc(Cl)n2)c1F,0.42685920000076294,0.4268592,0.4268592,-6.6347857
COc1nc(-c2cccc(-c3ccccc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3ccccc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,0.4681006669998169,0.46810067,0.46810067,-6.003379
COc1nc(-c2cccc(-c3cccc4c3CCC4OCC3NC(=O)CC3c3cccc(-c4ccccc4)c3C)c2Cl)ccc1CNC1CCC(C)(O)C1,,COc1nc(-c2cccc(-c3cccc4c3CCC4OCC3NC(=O)CC3c3cccc(-c4ccccc4)c3C)c2Cl)ccc1CNC1CCC(C)(O)C1,0.40640804171562195,0.40640804,0.40640804,-6.9478927
COc1nc(-c2cccc(-c3ccc(CNCC4CCC(=O)N4)c(OC)n3)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3ccc(CNCC4CCC(=O)N4)c(OC)n3)c2Cl)ccc1CNCC1CCC(=O)N1,0.5839515328407288,0.58395153,0.58395153,-4.2297025
Cc1cc(C(=O)Nc2cccc(-c3cccc(NC(=O)c4cc(C)c(CNC(CCO)C(=O)O)cn4)c3C)c2C)ncc1CNC(CO)C(=O)O,,Cc1cc(C(=O)Nc2cccc(-c3cccc(NC(=O)c4cc(C)c(CNC(CCO)C(=O)O)cn4)c3C)c2C)ncc1CNC(CO)C(=O)O,0.5761024355888367,0.57610244,0.57610244,-4.349872
COc1nc(-c2cccc(-c3cccc(-c4cnc5nscc5n4)c3C)c2Cl)cnc1CN1CCOCC1,,COc1nc(-c2cccc(-c3cccc(-c4cnc5nscc5n4)c3C)c2Cl)cnc1CN1CCOCC1,0.4612197279930115,0.46121973,0.46121973,-6.108726
COC1=Nc2c(-c3cccc(-c4ccc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)cccc2C2C=CC(=C(Cl)C=C1CN1CC(O)C(C)(C)C1)O2,,COC1=Nc2c(-c3cccc(-c4ccc(CNCC5CCC(=O)N5)c(OC)n4)c3Cl)cccc2C2C=CC(=C(Cl)C=C1CN1CC(O)C(C)(C)C1)O2,0.43180572986602783,0.43180573,0.43180573,-6.5590544
COc1nc(-c2cccc(-c3cccc(-c4cccc5[nH]cnc45)c3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc(-c4cccc5[nH]cnc45)c3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,0.4285587668418884,0.42855877,0.42855877,-6.608765
COc1nc(-c2cccc(-c3ccc4oc(-c5cccc(CO)c5)nc4c3)c2Cl)cnc1CNCC1CCCO1,,COc1nc(-c2cccc(-c3ccc4oc(-c5cccc(CO)c5)nc4c3)c2Cl)cnc1CNCC1CCCO1,0.44042760133743286,0.4404276,0.4404276,-6.4270535
COc1nc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CNC1CC(C)(O)C1,,COc1nc(-c2cccc(-c3ccc4c(c3)OCCO4)c2Cl)ccc1CNC1CC(C)(O)C1,0.4829801619052887,0.48298016,0.48298016,-5.7755737
COc1nc(-c2cccc(-c3cccc4c3CCC4Oc3c(Cl)cc(CNC4(CO)CCCC4)cc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3cccc4c3CCC4Oc3c(Cl)cc(CNC4(CO)CCCC4)cc3Cl)c2Cl)ccc1CNCC1CCC(=O)N1,0.44504961371421814,0.4450496,0.4450496,-6.3562903
CCNCc1ncc(-c2cccc(-c3cccc(-c4cnc(C5=NCCN5)c(Cl)c4)c3Cl)c2F)nc1OC,,CCNCc1ncc(-c2cccc(-c3cccc(-c4cnc(C5=NCCN5)c(Cl)c4)c3Cl)c2F)nc1OC,0.4307584762573242,0.43075848,0.43075848,-6.5750875
COc1nc(-c2cccc(-c3cccc4c3CCC4Nc3cccc(C(=O)NO)c3)c2Cl)c(Cl)cc1CN1CCC(C(N)=O)C1,,COc1nc(-c2cccc(-c3cccc4c3CCC4Nc3cccc(C(=O)NO)c3)c2Cl)c(Cl)cc1CN1CCC(C(N)=O)C1,0.45465150475502014,0.4546515,0.4546515,-6.2092853
COc1nc(-c2cccc(-c3cccc4c3CCC4Oc3ccc(CNC4(c5ccccn5)C(=O)c5ccccc5C4=O)cc3Cl)c2Cl)ccc1CNCC1CC(C)(O)C1,,COc1nc(-c2cccc(-c3cccc4c3CCC4Oc3ccc(CNC4(c5ccccn5)C(=O)c5ccccc5C4=O)cc3Cl)c2Cl)ccc1CNCC1CC(C)(O)C1,0.41909047961235046,0.41909048,0.41909048,-6.7537246
COc1nc(-c2cccc(-c3cccc(-c4cccc5nncn45)c3Cl)c2Cl)cnc1CN1CC(O)C1,,COc1nc(-c2cccc(-c3cccc(-c4cccc5nncn45)c3Cl)c2Cl)cnc1CN1CC(O)C1,0.4565795361995697,0.45657954,0.45657954,-6.179767
COc1nc(-c2cccc(-c3ccccc3)c2Cl)ccc1CNCC1CCC(=O)N1,,COc1nc(-c2cccc(-c3ccccc3)c2Cl)ccc1CNCC1CCC(=O)N1,0.566733181476593,0.5667332,0.5667332,-4.4933147
CC(=O)N1CC2(CN(Cc3ncc(-c4cccc(-c5cccc(-c6cnc(CNCC7CCC(=O)N7)cn6)c5Cl)c4Cl)nc3Cl)C2)C1,,CC(=O)N1CC2(CN(Cc3ncc(-c4cccc(-c5cccc(-c6cnc(CNCC7CCC(=O)N7)cn6)c5Cl)c4Cl)nc3Cl)C2)C1,0.4861696660518646,0.48616967,0.48616967,-5.7267423
